CODE_IRIS,CODE_COMMUNE,ANNEE_DONNEES,MODE_TRANS,VALEUR
920510410,92051,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,133.963715554578
920510411,92051,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,50.6580114737389
920600101,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,240.208620987776
920600102,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,122.118388776731
920600104,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,136.994775610347
920600105,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,131.773664226715
920600106,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,198.925580489625
920600107,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,88.4205354541228
920600108,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,70.255540162593
920600109,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,193.660551720735
920600110,92060,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,39.8045946104199
920620101,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,193.428991781854
920620102,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,175.776505326836
920620103,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,88.2904733733804
920620201,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,196.164001435215
920620202,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,251.025412261732
920620203,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,210.78672498353
920620204,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,320.764146949115
920620205,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,199.608766791689
920620301,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,245.423663293044
920620302,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,171.754788412209
920620303,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,200.241746428033
920620304,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,215.413915530773
920620305,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,218.339717709776
920620306,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,206.309328035647
920620401,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,264.409989880003
920620402,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,226.402932679368
920620403,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,194.797037213596
920620404,92062,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,149.615729329225
920630101,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,164.695784225101
920630102,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,148.090088217801
920630103,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,84.2841194731834
920630104,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,88.0180891974982
920630105,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,128.852076245512
920630106,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,116.498585768031
920630201,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,146.740159662391
920630202,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,102.953921093864
920630301,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,36.4619561613152
920630302,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,112.706825723546
920630401,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,45.4570957113235
920630501,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,48.0594906242063
920630502,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,78.3845114939359
920630503,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,35.8226860063519
920630504,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,69.2570884747852
920630601,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,49.6804363022187
920630602,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,32.1785462590664
920630603,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,78.8813758998621
920630701,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,69.301498019614
920630702,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,82.2553981773897
920630703,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,48.1259170366949
920630704,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,27.3336817353193
920630705,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,54.882255037936
920630706,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,73.1482208603423
920630707,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,58.3434923950835
920630801,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,59.8415982481892
920630802,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,175.340307854619
920630803,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,221.787492419045
920630804,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,140.863076767415
920630805,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,67.6739663974688
920630806,92063,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,156.627563130186
920640101,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,60.1919654770347
920640102,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,61.5278662333651
920640103,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,86.6972436104199
920640104,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,93.8855554926031
920640105,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,58.6379109962335
920640106,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,100.720519459256
920640107,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,66.1785179638863
920640108,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,62.2497921940118
920640109,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,61.358339377238
920640110,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,109.355364316588
920640111,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,44.6303150261749
920640112,92064,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,154.807349006009
920710101,92071,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,104.185425188572
920710102,92071,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,89.2318153514681
920710103,92071,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,126.114159947771
920710104,92071,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,37.8987085245396
920710105,92071,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,46.3734214879336
920710106,92071,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,44.4110220895004
920710107,92071,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,122.387728061309
920710108,92071,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,59.0731415923698
920720101,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,11.6504912711694
920720102,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,11.0723955570886
920720103,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,18.5435615154024
920720104,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,167.816119460612
920720105,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,95.4939312955466
920720106,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,112.664933688717
920720107,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,75.6610292708209
920720108,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,46.9950489059277
920720109,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,34.7151632643051
920720110,92072,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,81.8105894399863
920730101,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,328.930526696238
920730102,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,264.541983087296
920730103,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,97.9798252080748
920730104,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,117.729299637611
920730105,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,82.6509684473271
920730106,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,171.194082691641
920730108,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,219.29538655227
920730109,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,126.320985320183
920730110,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,112.590734886151
920730111,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,79.9854243543307
920730112,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,94.3967577536188
920730113,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,203.699138863926
920730114,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,232.522453241485
920730115,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,130.256545736902
920730116,92073,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,322.326195033968
920750101,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,147.733398072582
920750102,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,174.307324759352
920750103,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,159.161784469201
920750104,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,219.719069312874
920750105,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,134.908270336937
920750106,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,134.111342084977
920750107,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,150.191360173037
920750108,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,116.878419168991
920750109,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,91.8672955805591
920750110,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,103.217236163554
920750111,92075,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,190.321770464073
920760101,92076,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,30.0204952667022
920760102,92076,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,9.988983438375
920760103,92076,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,50.0007460960296
920760104,92076,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,100.453419923439
920770101,92077,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,2.62498263791359
920770102,92077,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,29.7176511193102
920770103,92077,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,127.905648525961
920770104,92077,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,55.5194977146617
920770105,92077,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,66.7446028092272
920770106,92077,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,82.7566439984333
920780101,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,38.2162505015687
920780102,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,152.563761951734
920780103,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,107.050498372924
920780104,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,74.5045468683975
920780105,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,112.724600686295
920780106,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,67.8676860788099
920780107,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,82.0977094048663
920780108,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,121.50053084626
920780109,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,133.717770928946
920780110,92078,2019,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,68.1547935427902
920020101,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,39.6413889588442
920020102,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,37.0412767113636
920020103,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,48.7145377069279
920020104,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,54.6039926216584
920020105,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,52.5472239827632
920020106,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,48.9123431673548
920020107,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,98.9346979975773
920020201,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,53.8510416671751
920020202,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,61.9963839095177
920020203,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,54.2925428479319
920020204,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,65.7792499376415
920020205,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,86.5183171801691
920020301,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,49.2222834626361
920020302,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,38.2181015432539
920020303,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,34.8653366522388
920020304,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,48.8170183540282
920020305,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,22.1736456064095
920020306,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,35.1468424384993
920020307,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,24.3583524947744
920020308,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,29.1553787471057
920020401,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,56.8425095186261
920020402,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,91.8103788885878
920020403,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,76.5584230414708
920020404,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,41.9414726056618
920020405,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,33.8890199970143
920020406,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,28.074935822388
920020407,92002,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,26.1722945910931
920040101,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,74.337611926905
920040102,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,69.6238117599789
920040103,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,167.726049721851
920040104,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,102.745885142733
920040105,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,92.8719935826781
920040201,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,104.481235415296
920040202,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,134.70890992607
920040203,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,111.184476692107
920040301,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,136.572740547869
920040302,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,198.10315953758
920040303,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,104.353923752322
920040304,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,101.809044957468
920040305,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,119.56309091018
920040401,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,96.2106573154465
920040402,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,93.1399317002733
920040403,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,125.972371232163
920040404,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,100.427731188497
920040501,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,119.527699049716
920040502,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,115.686954900383
920040503,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,104.861349350393
920040504,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,76.0109706404205
920040601,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,89.0835511959701
920040602,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,72.7880965911535
920040603,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,120.507810490635
920040604,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,228.493185625539
920040701,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,35.5208538786695
920040702,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,52.7099209912978
920040703,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,14.2952650047707
920040704,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,50.6690726265126
920040705,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,41.1279122263416
920040706,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,36.1508708406227
920040707,92004,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,56.117343580089
920070101,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,60.5766610208797
920070102,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,85.5890996969359
920070103,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,21.301752718084
920070104,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,120.42618714012
920070105,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,62.5648962064583
920070106,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,53.5604770202576
920070107,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,86.1839773129163
920070108,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,101.74276023689
920070109,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,101.663869782221
920070110,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,63.8299766329598
920070111,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,83.4727653995907
920070112,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,37.8968541073272
920070113,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,80.03409877982
920070114,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,34.1367546846991
920070115,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,56.6749834624872
920070116,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,41.9893975043969
920070117,92007,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,31.6743588287655
920090101,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,57.6265478756186
920090102,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,53.9957593983605
920090103,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,64.40375802567
920090104,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,67.0560116950867
920090105,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,69.2997370825003
920090106,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,94.3681812767676
920090107,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,81.7446564008359
920090108,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,132.606073690296
920090109,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,69.7061423852921
920090110,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,102.164782483414
920090111,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,67.4417362416845
920090112,92009,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,242.513445401618
920120101,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,133.612218269735
920120102,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,147.243332246541
920120103,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,141.622053099865
920120105,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,228.677988948103
920120106,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,137.543364224327
920120107,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,143.88517117388
920120201,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,94.6540044995712
920120202,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,135.206567235606
920120203,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,204.919666974432
920120204,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,200.539674817972
920120205,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,237.927781820657
920120206,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,216.999685041854
920120207,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,165.000992977527
920120208,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,212.805635847405
920120301,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,269.614647928732
920120302,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,322.798774802345
920120303,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,884.453817264611
920120304,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,156.552125832336
920120305,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,81.8988806805604
920120401,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,238.295097497779
920120402,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,108.197686412471
920120403,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,135.265925999502
920120404,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,198.46032423201
920120405,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,278.852098485102
920120406,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,195.974403074371
920120501,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,247.956354044201
920120502,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,236.991713530992
920120503,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,143.490481257554
920120504,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,240.30451924122
920120505,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,189.481109225201
920120506,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,309.308753746074
920120601,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,215.684590217995
920120602,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,206.344733486516
920120603,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,301.700044904616
920120604,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,204.69421166306
920120701,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,146.900753803986
920120702,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,120.430965378745
920120703,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,45.2342643161764
920120704,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,167.748806646385
920120705,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,96.4713063611718
920120706,92012,2020,nombre d'actifs occupés de 15 ans ou plus qui vont travailler principalement à pied,152.051156186509
